"Column 0: 8.3252, Column 1: 41.0, Column 2: 6.984126984126984, Column 3: 1.0238095238095237, Column 4: 322.0, Column 5: 2.5555555555555554, Column 6: 37.88, Column 7: -122.23, Column 8: 4.526 "
"Column 0: 4.1179, Column 1: 4.0, Column 2: 6.42707240293809, Column 3: 1.1154249737670514, Column 4: 3077.0, Column 5: 3.228751311647429, Column 6: 38.26, Column 7: -121.32, Column 8: 1.346 "
"Column 0: 2.5727, Column 1: 27.0, Column 2: 4.787234042553192, Column 3: 1.0599613152804641, Column 4: 1703.0, Column 5: 3.2940038684719535, Column 6: 38.25, Column 7: -121.3, Column 8: 0.861 "
"Column 0: 4.0516, Column 1: 8.0, Column 2: 6.201298701298701, Column 3: 1.0489964580873672, Column 4: 6002.0, Column 5: 3.543093270365998, Column 6: 38.46, Column 7: -121.48, Column 8: 1.212 "
"Column 0: 2.3343, Column 1: 11.0, Column 2: 4.361046959199384, Column 3: 1.1601231716705158, Column 4: 3422.0, Column 5: 2.634334103156274, Column 6: 38.47, Column 7: -121.42, Column 8: 0.978 "
"Column 0: 4.0625, Column 1: 18.0, Column 2: 5.259541984732825, Column 3: 0.8969465648854962, Column 4: 818.0, Column 5: 3.122137404580153, Column 6: 38.46, Column 7: -121.43, Column 8: 1.003 "
"Column 0: 4.35, Column 1: 21.0, Column 2: 5.93687707641196, Column 3: 0.9667774086378738, Column 4: 988.0, Column 5: 3.2823920265780733, Column 6: 38.47, Column 7: -121.43, Column 8: 0.962 "
"Column 0: 4.1597, Column 1: 16.0, Column 2: 5.214592274678112, Column 3: 0.9570815450643777, Column 4: 787.0, Column 5: 3.3776824034334765, Column 6: 38.47, Column 7: -121.44, Column 8: 0.959 "
"Column 0: 3.3608, Column 1: 5.0, Column 2: 5.00972590627763, Column 3: 1.0415561450044208, Column 4: 3139.0, Column 5: 2.775419982316534, Column 6: 38.47, Column 7: -121.44, Column 8: 1.089 "
"Column 0: 3.5461, Column 1: 10.0, Column 2: 5.029411764705882, Column 3: 1.0147058823529411, Column 4: 2499.0, Column 5: 2.826923076923077, Column 6: 38.46, Column 7: -121.44, Column 8: 1.036 "
"Column 0: 4.9516, Column 1: 3.0, Column 2: 7.338559163867115, Column 3: 1.1590145576707727, Column 4: 16305.0, Column 5: 3.043113101903695, Column 6: 38.43, Column 7: -121.44, Column 8: 1.537 "
"Column 0: 3.0833, Column 1: 24.0, Column 2: 6.42, Column 3: 1.108, Column 4: 1966.0, Column 5: 7.864, Column 6: 38.34, Column 7: -121.41, Column 8: 1.625 "
"Column 0: 4.4519, Column 1: 32.0, Column 2: 5.78714859437751, Column 3: 1.0481927710843373, Column 4: 629.0, Column 5: 2.5261044176706826, Column 6: 38.37, Column 7: -121.45, Column 8: 1.375 "
"Column 0: 2.0048, Column 1: 36.0, Column 2: 4.734375, Column 3: 0.99609375, Column 4: 569.0, Column 5: 2.22265625, Column 6: 38.34, Column 7: -121.5, Column 8: 0.729 "
"Column 0: 2.8616, Column 1: 47.0, Column 2: 6.4036697247706424, Column 3: 1.165137614678899, Column 4: 630.0, Column 5: 2.889908256880734, Column 6: 38.29, Column 7: -121.54, Column 8: 0.925 "
"Column 0: 2.9744, Column 1: 43.0, Column 2: 6.070063694267516, Column 3: 1.0414012738853504, Column 4: 996.0, Column 5: 3.171974522292994, Column 6: 38.26, Column 7: -121.56, Column 8: 1.368 "
"Column 0: 1.6458, Column 1: 52.0, Column 2: 4.2924528301886795, Column 3: 1.0, Column 4: 429.0, Column 5: 2.0235849056603774, Column 6: 38.26, Column 7: -121.51, Column 8: 0.528 "
"Column 0: 2.4353, Column 1: 36.0, Column 2: 5.717213114754099, Column 3: 1.0819672131147542, Column 4: 700.0, Column 5: 2.8688524590163933, Column 6: 38.19, Column 7: -121.57, Column 8: 1.625 "
"Column 0: 3.3398, Column 1: 19.0, Column 2: 5.409944751381215, Column 3: 1.196685082872928, Column 4: 2150.0, Column 5: 2.3756906077348066, Column 6: 38.1, Column 7: -121.7, Column 8: 0.897 "
"Column 0: 5.8324, Column 1: 17.0, Column 2: 6.457960644007156, Column 3: 1.0608228980322003, Column 4: 1734.0, Column 5: 3.1019677996422184, Column 6: 36.9, Column 7: -121.29, Column 8: 3.742 "
"Column 0: 4.025, Column 1: 21.0, Column 2: 5.478935698447893, Column 3: 1.048780487804878, Column 4: 1753.0, Column 5: 3.8869179600886916, Column 6: 36.89, Column 7: -121.37, Column 8: 2.938 "
"Column 0: 4.6477, Column 1: 27.0, Column 2: 6.098214285714286, Column 3: 1.2410714285714286, Column 4: 1230.0, Column 5: 3.6607142857142856, Column 6: 36.92, Column 7: -121.47, Column 8: 2.659 "
"Column 0: 2.6719, Column 1: 23.0, Column 2: 5.159754224270353, Column 3: 1.1136712749615976, Column 4: 1862.0, Column 5: 2.860215053763441, Column 6: 36.85, Column 7: -121.53, Column 8: 1.936 "
"Column 0: 2.625, Column 1: 36.0, Column 2: 6.029585798816568, Column 3: 0.9940828402366864, Column 4: 602.0, Column 5: 3.562130177514793, Column 6: 36.86, Column 7: -121.51, Column 8: 2.1 "
"Column 0: 4.7813, Column 1: 21.0, Column 2: 5.741176470588235, Column 3: 1.0487394957983194, Column 4: 1862.0, Column 5: 3.1294117647058823, Column 6: 36.88, Column 7: -121.6, Column 8: 2.415 "
"Column 0: 4.2333, Column 1: 20.0, Column 2: 6.1981566820276495, Column 3: 1.0599078341013826, Column 4: 731.0, Column 5: 3.3686635944700463, Column 6: 36.81, Column 7: -121.5, Column 8: 3.633 "
"Column 0: 3.1375, Column 1: 11.0, Column 2: 4.716374269005848, Column 3: 0.97953216374269, Column 4: 1617.0, Column 5: 4.728070175438597, Column 6: 36.86, Column 7: -121.45, Column 8: 1.462 "
"Column 0: 2.6818, Column 1: 41.0, Column 2: 4.680851063829787, Column 3: 1.127659574468085, Column 4: 389.0, Column 5: 4.138297872340425, Column 6: 36.86, Column 7: -121.42, Column 8: 2.25 "
"Column 0: 2.8839, Column 1: 11.0, Column 2: 4.591397849462366, Column 3: 1.0591397849462365, Column 4: 1474.0, Column 5: 3.9623655913978495, Column 6: 36.85, Column 7: -121.41, Column 8: 1.459 "
"Column 0: 2.6598, Column 1: 50.0, Column 2: 4.803603603603603, Column 3: 1.1045045045045045, Column 4: 1768.0, Column 5: 3.1855855855855855, Column 6: 36.85, Column 7: -121.4, Column 8: 1.573 "
"Column 0: 2.9554, Column 1: 52.0, Column 2: 5.068119891008174, Column 3: 1.0899182561307903, Column 4: 1215.0, Column 5: 3.310626702997275, Column 6: 36.84, Column 7: -121.4, Column 8: 1.365 "
"Column 0: 3.0912, Column 1: 40.0, Column 2: 4.396261682242991, Column 3: 1.0018691588785047, Column 4: 1430.0, Column 5: 2.6728971962616823, Column 6: 36.84, Column 7: -121.4, Column 8: 1.553 "
"Column 0: 3.7049, Column 1: 23.0, Column 2: 5.239644970414201, Column 3: 1.0532544378698225, Column 4: 1105.0, Column 5: 3.269230769230769, Column 6: 36.84, Column 7: -121.41, Column 8: 1.922 "
"Column 0: 1.9405, Column 1: 36.0, Column 2: 4.925490196078432, Column 3: 1.0588235294117647, Column 4: 910.0, Column 5: 3.5686274509803924, Column 6: 36.86, Column 7: -121.4, Column 8: 1.454 "
"Column 0: 3.7316, Column 1: 13.0, Column 2: 5.508701472556894, Column 3: 1.0468540829986612, Column 4: 2903.0, Column 5: 3.8862115127175367, Column 6: 36.85, Column 7: -121.38, Column 8: 1.924 "
"Column 0: 4.1875, Column 1: 6.0, Column 2: 5.816358024691358, Column 3: 1.0324074074074074, Column 4: 2061.0, Column 5: 3.1805555555555554, Column 6: 36.84, Column 7: -121.38, Column 8: 2.176 "
"Column 0: 3.5714, Column 1: 11.0, Column 2: 5.575418994413408, Column 3: 1.0670391061452513, Column 4: 1023.0, Column 5: 2.857541899441341, Column 6: 36.84, Column 7: -121.37, Column 8: 2.43 "
"Column 0: 3.6354, Column 1: 17.0, Column 2: 5.457380457380458, Column 3: 1.0644490644490645, Column 4: 1487.0, Column 5: 3.0914760914760913, Column 6: 36.84, Column 7: -121.38, Column 8: 2.212 "
"Column 0: 4.76, Column 1: 14.0, Column 2: 6.096666666666667, Column 3: 1.02, Column 4: 1951.0, Column 5: 3.2516666666666665, Column 6: 36.83, Column 7: -121.37, Column 8: 2.16 "
"Column 0: 3.067, Column 1: 11.0, Column 2: 5.659021406727828, Column 3: 1.1299694189602447, Column 4: 1749.0, Column 5: 2.6743119266055047, Column 6: 36.83, Column 7: -121.4, Column 8: 2.079 "
"Column 0: 4.005, Column 1: 7.0, Column 2: 4.966767371601208, Column 3: 1.0211480362537764, Column 4: 1143.0, Column 5: 3.4531722054380665, Column 6: 36.84, Column 7: -121.44, Column 8: 1.804 "
"Column 0: 2.3125, Column 1: 7.0, Column 2: 5.348684210526316, Column 3: 1.069078947368421, Column 4: 677.0, Column 5: 2.226973684210526, Column 6: 36.85, Column 7: -121.42, Column 8: 1.708 "
"Column 0: 3.6333, Column 1: 30.0, Column 2: 5.431578947368421, Column 3: 0.9473684210526315, Column 4: 288.0, Column 5: 3.031578947368421, Column 6: 36.79, Column 7: -121.32, Column 8: 2.025 "
"Column 0: 5.0871, Column 1: 7.0, Column 2: 6.401388888888889, Column 3: 1.0291666666666666, Column 4: 1660.0, Column 5: 2.3055555555555554, Column 6: 36.81, Column 7: -121.36, Column 8: 2.905 "
"Column 0: 4.1528, Column 1: 15.0, Column 2: 7.389355742296919, Column 3: 1.2016806722689075, Column 4: 1289.0, Column 5: 3.6106442577030813, Column 6: 36.76, Column 7: -121.34, Column 8: 3.368 "
"Column 0: 2.2132, Column 1: 23.0, Column 2: 7.596153846153846, Column 3: 1.3461538461538463, Column 4: 166.0, Column 5: 3.1923076923076925, Column 6: 36.72, Column 7: -121.06, Column 8: 1.0 "
"Column 0: 3.2292, Column 1: 52.0, Column 2: 7.075313807531381, Column 3: 1.2594142259414225, Column 4: 618.0, Column 5: 2.585774058577406, Column 6: 36.47, Column 7: -120.95, Column 8: 2.25 "
"Column 0: 6.1287, Column 1: 4.0, Column 2: 6.791896869244936, Column 3: 1.0810313075506446, Column 4: 10450.0, Column 5: 3.2074892572130143, Column 6: 34.01, Column 7: -117.75, Column 8: 2.896 "
"Column 0: 8.4411, Column 1: 2.0, Column 2: 10.296296296296296, Column 3: 1.1666666666666667, Column 4: 179.0, Column 5: 3.314814814814815, Column 6: 33.97, Column 7: -117.78, Column 8: 5.00001 "
"Column 0: 5.7763, Column 1: 14.0, Column 2: 6.847746650426309, Column 3: 1.048721071863581, Column 4: 3108.0, Column 5: 3.7856272838002436, Column 6: 33.99, Column 7: -117.72, Column 8: 2.067 "
"Column 0: 6.7172, Column 1: 3.0, Column 2: 11.287383177570094, Column 3: 1.6179906542056075, Column 4: 2497.0, Column 5: 2.917056074766355, Column 6: 33.98, Column 7: -117.76, Column 8: 2.924 "
"Column 0: 5.6501, Column 1: 4.0, Column 2: 6.162349968414403, Column 3: 1.104232469993683, Column 4: 4662.0, Column 5: 2.9450410612760582, Column 6: 33.97, Column 7: -117.74, Column 8: 2.549 "
"Column 0: 5.228, Column 1: 16.0, Column 2: 6.569451309935739, Column 3: 1.0192782995551162, Column 4: 6931.0, Column 5: 3.426099851705388, Column 6: 33.97, Column 7: -117.72, Column 8: 1.878 "
"Column 0: 3.851, Column 1: 10.0, Column 2: 4.936789449749886, Column 3: 1.035925420645748, Column 4: 6474.0, Column 5: 2.9440654843110505, Column 6: 33.97, Column 7: -117.71, Column 8: 1.372 "
"Column 0: 6.2141, Column 1: 4.0, Column 2: 6.716019417475728, Column 3: 1.0784789644012944, Column 4: 3941.0, Column 5: 3.1885113268608416, Column 6: 33.92, Column 7: -117.7, Column 8: 2.522 "
"Column 0: 7.5839, Column 1: 13.0, Column 2: 8.268907563025211, Column 3: 1.0672268907563025, Column 4: 364.0, Column 5: 3.0588235294117645, Column 6: 33.95, Column 7: -117.75, Column 8: 4.269 "
"Column 0: 5.1165, Column 1: 40.0, Column 2: 5.747368421052632, Column 3: 1.1210526315789473, Column 4: 457.0, Column 5: 2.405263157894737, Column 6: 33.94, Column 7: -117.76, Column 8: 1.842 "
"Column 0: 2.725, Column 1: 28.0, Column 2: 5.484732824427481, Column 3: 1.1259541984732824, Column 4: 724.0, Column 5: 2.763358778625954, Column 6: 34.09, Column 7: -117.69, Column 8: 1.402 "
"Column 0: 3.7802, Column 1: 10.0, Column 2: 5.087403598971722, Column 3: 1.167095115681234, Column 4: 1117.0, Column 5: 2.87146529562982, Column 6: 34.08, Column 7: -117.7, Column 8: 1.073 "
"Column 0: 3.625, Column 1: 25.0, Column 2: 5.305555555555555, Column 3: 1.021604938271605, Column 4: 1098.0, Column 5: 3.388888888888889, Column 6: 34.09, Column 7: -117.7, Column 8: 1.218 "
"Column 0: 2.5972, Column 1: 29.0, Column 2: 4.037974683544304, Column 3: 0.8955696202531646, Column 4: 1216.0, Column 5: 3.848101265822785, Column 6: 34.08, Column 7: -117.71, Column 8: 1.343 "
"Column 0: 3.8875, Column 1: 31.0, Column 2: 5.15406162464986, Column 3: 1.0644257703081232, Column 4: 1187.0, Column 5: 3.3249299719887957, Column 6: 34.07, Column 7: -117.71, Column 8: 1.292 "
"Column 0: 4.5185, Column 1: 30.0, Column 2: 5.828767123287672, Column 3: 1.058904109589041, Column 4: 2129.0, Column 5: 2.9164383561643836, Column 6: 34.08, Column 7: -117.69, Column 8: 1.425 "
"Column 0: 3.7083, Column 1: 35.0, Column 2: 5.858181818181818, Column 3: 1.0163636363636364, Column 4: 1970.0, Column 5: 3.581818181818182, Column 6: 34.07, Column 7: -117.69, Column 8: 1.31 "
"Column 0: 3.8586, Column 1: 34.0, Column 2: 5.385126162018592, Column 3: 0.9814077025232404, Column 4: 2470.0, Column 5: 3.2802124833997346, Column 6: 34.07, Column 7: -117.69, Column 8: 1.36 "
"Column 0: 3.2344, Column 1: 14.0, Column 2: 5.248730964467005, Column 3: 1.1243654822335025, Column 4: 2026.0, Column 5: 2.5710659898477157, Column 6: 34.08, Column 7: -117.69, Column 8: 1.282 "
"Column 0: 3.6, Column 1: 24.0, Column 2: 5.351648351648351, Column 3: 0.9945054945054945, Column 4: 1286.0, Column 5: 3.532967032967033, Column 6: 34.07, Column 7: -117.71, Column 8: 1.393 "
"Column 0: 4.1448, Column 1: 33.0, Column 2: 5.961734693877551, Column 3: 1.0089285714285714, Column 4: 2769.0, Column 5: 3.5318877551020407, Column 6: 34.08, Column 7: -117.7, Column 8: 1.373 "
"Column 0: 3.7969, Column 1: 33.0, Column 2: 5.122112211221122, Column 3: 0.9504950495049505, Column 4: 1326.0, Column 5: 4.376237623762377, Column 6: 34.07, Column 7: -117.7, Column 8: 1.284 "
"Column 0: 2.7986, Column 1: 29.0, Column 2: 4.409090909090909, Column 3: 1.1414141414141414, Column 4: 649.0, Column 5: 3.2777777777777777, Column 6: 34.06, Column 7: -117.69, Column 8: 1.144 "
"Column 0: 2.5536, Column 1: 25.0, Column 2: 4.510791366906475, Column 3: 1.038369304556355, Column 4: 1337.0, Column 5: 3.2062350119904077, Column 6: 34.06, Column 7: -117.69, Column 8: 1.44 "
"Column 0: 2.3049, Column 1: 25.0, Column 2: 3.641843971631206, Column 3: 1.0797872340425532, Column 4: 2271.0, Column 5: 4.026595744680851, Column 6: 34.06, Column 7: -117.7, Column 8: 1.5 "
"Column 0: 2.9107, Column 1: 7.0, Column 2: 5.545454545454546, Column 3: 1.0984848484848484, Column 4: 431.0, Column 5: 3.265151515151515, Column 6: 34.06, Column 7: -117.7, Column 8: 0.953 "
"Column 0: 1.4722, Column 1: 27.0, Column 2: 3.9831460674157304, Column 3: 1.1760299625468165, Column 4: 1970.0, Column 5: 3.689138576779026, Column 6: 34.06, Column 7: -117.71, Column 8: 0.913 "
"Column 0: 2.5395, Column 1: 25.0, Column 2: 4.970588235294118, Column 3: 1.2379679144385027, Column 4: 1070.0, Column 5: 2.8609625668449197, Column 6: 34.05, Column 7: -117.68, Column 8: 1.875 "
"Column 0: 4.3264, Column 1: 10.0, Column 2: 5.1652892561983474, Column 3: 1.0082644628099173, Column 4: 1055.0, Column 5: 2.90633608815427, Column 6: 34.05, Column 7: -117.69, Column 8: 1.289 "
"Column 0: 4.7357, Column 1: 24.0, Column 2: 6.016985138004246, Column 3: 0.9978768577494692, Column 4: 1815.0, Column 5: 3.8535031847133756, Column 6: 34.05, Column 7: -117.7, Column 8: 1.625 "
"Column 0: 3.625, Column 1: 16.0, Column 2: 4.404833836858006, Column 3: 0.8912386706948641, Column 4: 912.0, Column 5: 2.7552870090634443, Column 6: 34.06, Column 7: -117.71, Column 8: 1.604 "
"Column 0: 2.5735, Column 1: 20.0, Column 2: 4.742203742203742, Column 3: 0.9230769230769231, Column 4: 1545.0, Column 5: 3.212058212058212, Column 6: 34.05, Column 7: -117.71, Column 8: 1.305 "
"Column 0: 2.7321, Column 1: 31.0, Column 2: 4.703389830508475, Column 3: 1.1144067796610169, Column 4: 1662.0, Column 5: 3.5211864406779663, Column 6: 34.05, Column 7: -117.72, Column 8: 1.043 "
"Column 0: 4.0614, Column 1: 8.0, Column 2: 4.6725888324873095, Column 3: 1.0380710659898478, Column 4: 1243.0, Column 5: 3.1548223350253806, Column 6: 34.05, Column 7: -117.72, Column 8: 1.07 "
"Column 0: 4.0096, Column 1: 5.0, Column 2: 5.061293984108967, Column 3: 1.0170261066969353, Column 4: 2028.0, Column 5: 2.3019296254256525, Column 6: 34.04, Column 7: -117.69, Column 8: 1.826 "
"Column 0: 3.5954, Column 1: 13.0, Column 2: 5.387195121951219, Column 3: 1.0416666666666667, Column 4: 2870.0, Column 5: 2.9166666666666665, Column 6: 34.04, Column 7: -117.7, Column 8: 1.63 "
"Column 0: 4.625, Column 1: 20.0, Column 2: 6.25, Column 3: 0.9935897435897436, Column 4: 1054.0, Column 5: 3.378205128205128, Column 6: 34.04, Column 7: -117.71, Column 8: 2.221 "
"Column 0: 2.9811, Column 1: 17.0, Column 2: 5.747545582047686, Column 3: 1.0280504908835906, Column 4: 1859.0, Column 5: 2.6072931276297333, Column 6: 34.04, Column 7: -117.71, Column 8: 2.318 "
"Column 0: 5.6029, Column 1: 17.0, Column 2: 6.058455114822547, Column 3: 0.9937369519832986, Column 4: 1652.0, Column 5: 3.4488517745302714, Column 6: 34.03, Column 7: -117.72, Column 8: 1.618 "
"Column 0: 6.5958, Column 1: 17.0, Column 2: 6.95703125, Column 3: 1.0234375, Column 4: 860.0, Column 5: 3.359375, Column 6: 34.02, Column 7: -117.72, Column 8: 2.368 "
"Column 0: 4.125, Column 1: 36.0, Column 2: 6.030927835051546, Column 3: 1.0103092783505154, Column 4: 1213.0, Column 5: 3.1262886597938144, Column 6: 34.01, Column 7: -117.73, Column 8: 2.13 "
"Column 0: 5.4824, Column 1: 15.0, Column 2: 6.551051051051051, Column 3: 1.0360360360360361, Column 4: 2410.0, Column 5: 3.6186186186186187, Column 6: 34.0, Column 7: -117.72, Column 8: 1.797 "
"Column 0: 5.7338, Column 1: 5.0, Column 2: 5.804012345679013, Column 3: 0.8950617283950617, Column 4: 2335.0, Column 5: 3.603395061728395, Column 6: 34.0, Column 7: -117.68, Column 8: 2.254 "
"Column 0: 2.5781, Column 1: 28.0, Column 2: 5.48062015503876, Column 3: 1.193798449612403, Column 4: 561.0, Column 5: 4.348837209302325, Column 6: 34.0, Column 7: -117.69, Column 8: 1.116 "
"Column 0: 5.7021, Column 1: 15.0, Column 2: 6.437007874015748, Column 3: 0.9330708661417323, Column 4: 2711.0, Column 5: 3.557742782152231, Column 6: 34.0, Column 7: -117.7, Column 8: 1.931 "
"Column 0: 3.6361, Column 1: 17.0, Column 2: 5.690134529147982, Column 3: 1.0878923766816144, Column 4: 7343.0, Column 5: 3.2928251121076233, Column 6: 34.02, Column 7: -117.71, Column 8: 1.577 "
"Column 0: 3.4267, Column 1: 11.0, Column 2: 5.128698224852071, Column 3: 1.1079881656804733, Column 4: 2163.0, Column 5: 3.1997041420118344, Column 6: 34.03, Column 7: -117.71, Column 8: 1.644 "
"Column 0: 4.7056, Column 1: 20.0, Column 2: 5.904137931034483, Column 3: 0.973103448275862, Column 4: 4861.0, Column 5: 3.352413793103448, Column 6: 34.03, Column 7: -117.67, Column 8: 1.655 "
"Column 0: 3.0396, Column 1: 16.0, Column 2: 4.83756345177665, Column 3: 1.1302876480541455, Column 4: 1946.0, Column 5: 3.292724196277496, Column 6: 34.03, Column 7: -117.68, Column 8: 1.243 "
"Column 0: 3.4184, Column 1: 20.0, Column 2: 4.721481481481481, Column 3: 1.045925925925926, Column 4: 3690.0, Column 5: 2.7333333333333334, Column 6: 34.03, Column 7: -117.69, Column 8: 1.625 "
"Column 0: 3.2073, Column 1: 20.0, Column 2: 4.76332899869961, Column 3: 1.0110533159947985, Column 4: 5718.0, Column 5: 3.717815344603381, Column 6: 34.01, Column 7: -117.68, Column 8: 1.235 "
"Column 0: 2.3, Column 1: 30.0, Column 2: 5.015444015444015, Column 3: 1.106177606177606, Column 4: 2170.0, Column 5: 4.1891891891891895, Column 6: 34.01, Column 7: -117.69, Column 8: 0.956 "
"Column 0: 4.1719, Column 1: 24.0, Column 2: 5.063725490196078, Column 3: 0.9264705882352942, Column 4: 486.0, Column 5: 2.3823529411764706, Column 6: 34.15, Column 7: -117.68, Column 8: 2.135 "
"Column 0: 8.5282, Column 1: 25.0, Column 2: 7.831050228310502, Column 3: 1.1073059360730593, Column 4: 1284.0, Column 5: 2.9315068493150687, Column 6: 34.15, Column 7: -117.66, Column 8: 3.601 "
"Column 0: 6.4559, Column 1: 16.0, Column 2: 7.641160949868074, Column 3: 1.0659630606860158, Column 4: 1165.0, Column 5: 3.073878627968338, Column 6: 34.15, Column 7: -117.64, Column 8: 3.929 "
"Column 0: 6.7813, Column 1: 4.0, Column 2: 7.037931034482758, Column 3: 0.996551724137931, Column 4: 1996.0, Column 5: 3.4413793103448276, Column 6: 34.15, Column 7: -117.68, Column 8: 2.863 "
"Column 0: 6.9532, Column 1: 4.0, Column 2: 7.2701062215478, Column 3: 1.054628224582701, Column 4: 1871.0, Column 5: 2.8391502276176026, Column 6: 34.14, Column 7: -117.68, Column 8: 2.77 "
"Column 0: 7.0844, Column 1: 11.0, Column 2: 7.83585313174946, Column 3: 1.0129589632829374, Column 4: 1488.0, Column 5: 3.2138228941684663, Column 6: 34.14, Column 7: -117.66, Column 8: 3.25 "
"Column 0: 6.9418, Column 1: 8.0, Column 2: 6.741035856573705, Column 3: 1.0079681274900398, Column 4: 857.0, Column 5: 3.414342629482072, Column 6: 34.14, Column 7: -117.66, Column 8: 3.105 "
